Genes,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24
Zeb2os,3.688879454,2.995732274,3.091042453,4.820281566,3.433987204,4.304065093,3.610917913,3.583518938,4.672828834,2.944438979,3.688879454,1.637300246,0,2.772588722,0,0,0,0,0,0,0,1.098612289,0,0
E230034D01Rik,0,0,0,0,0,0,0,0,0,0,0,0,5.093750201,5.476463552,6.200509174,5.049856007,5.814130532,5.117993812,6.318968114,5.33753808,6.401917197,5.723585102,5.85220248,5.575949103
Lyl1,8.003363059,7.528331767,7.897668151,8.210124405,8.529714472,7.902857191,7.990915463,7.625107148,8.163086376,7.862112212,8.088561805,5.644582629,3.988984047,3.850147602,4.418840608,4.369447852,2.079441542,2.079441542,2.079441542,1.386294361,1.945910149,2.079441542,3.433987204,1.791759469
Rph3al,6.436150368,5.472270674,4.634728988,6.411818268,6.386879319,5.978885765,6.052089169,6.318968114,6.052089169,6.052089169,6.09356977,3.490317193,5.978885765,6.068425588,5.950642553,5.505331536,6.473890696,6.69950034,5.983936281,5.416100402,5.932245187,5.501258211,5.398162702,5.713732806
Sorcs2,5.087596335,5.568344504,5.517452896,5.323009979,6.150602768,5.963579344,6.198478716,5.620400866,5.655991811,5.648974238,5.891644212,1.821107893,6.159095388,6.555356892,6.313548046,6.089044875,6.150602768,6.684611728,7.085064294,6.499787041,6.434546519,6.302618976,5.347107531,5.908082938
Fam135a,2.63905733,0.693147181,0.693147181,2.197224577,0,0,0,0.693147181,0,0,0,0.384204044,0,3.295836866,0,0,0,0,0.693147181,0,0,1.609437912,0,3.17805383
Phka1,6.833031733,6.327936784,6.079933195,6.89060912,6.950814768,6.742880636,6.285998095,6.184148891,6.663132696,6.390240667,6.666956792,3.11192017,0,0,0,0.693147181,0,0,0,0,2.995732274,2.197224577,1.098612289,0.693147181
Il15,2.833213344,0,0.693147181,3.63758616,3.912023005,3.258096538,3.465735903,0,3.33220451,0,0,2.527575415,0,3.496507561,0,3.433987204,4.804021045,0,0,0.693147181,2.397895273,0,2.197224577,1.609437912
Camk4,2.833213344,3.401197382,0.693147181,4.262679877,2.708050201,2.833213344,4.454347296,3.988984047,1.098612289,0,1.386294361,0.278543697,8.054840221,8.31605572,8.669055541,8.191740021,8.284756593,8.488587934,8.668539944,8.27614022,8.110126802,8.207401833,7.826842098,8.094073148
Gm37747,3.044522438,0.693147181,0,0,0,0,0,0,0,0,0,0,3.526360525,3.737669618,3.496507561,4.709530201,3.663561646,1.386294361,3.555348061,0,4.94875989,4.343805422,0,3.912023005
Pde7b,4.234106505,3.36729583,2.708050201,0,1.098612289,3.218875825,2.772588722,0,3.555348061,2.197224577,3.218875825,0,3.761200116,2.079441542,2.397895273,0,0.693147181,3.663561646,0,0,0.693147181,0.693147181,0,0
4930417O13Rik,2.63905733,2.772588722,0,4.736198448,4.317488114,1.098612289,4.574710979,3.218875825,3.555348061,2.944438979,3.828641396,0,5.963579344,6.513230111,6.568077911,6.167516491,6.194405391,7.088408779,6.56526497,6.186208624,6.11368218,5.993961427,5.937536205,5.564520407
Clec4n,2.564949357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tfec,0,0,0,0,0,0,0,0.693147181,0,0,0,0,2.197224577,0,0,0,0,0,0,0,0,0.693147181,0,0
Gimap1os,6.914730893,6.100318952,6.269096284,7.086737935,6.880384082,6.23636959,6.161207322,6.013715156,6.489204931,6.118097198,6.363028104,0.045080851,6.575075841,6.439350371,6.255750042,6.666956792,6.763884909,6.429719478,6.807934944,6.388561406,6.519147288,6.448889394,5.973809612,5.993961427
Cd163,1.098612289,0,0,0,0,2.197224577,0,0,0,0,0,3.307953506,4.8978398,3.583518938,4.65396035,0,3.36729583,3.218875825,3.63758616,0,3.044522438,2.833213344,2.48490665,1.791759469
Gm37766,0,0,0,0,0,0,0,0,0,0,0,0.669339238,5.38907173,5.720311777,5.886104031,5.493061443,5.686975356,6.403574198,6.202535517,5.135798437,5.730099783,5.940171253,5.645446898,5.283203729
Gm6934,5.669880923,5.411646052,4.905274778,5.857933154,6.318968114,5.758901774,5.521460918,5.455321115,5.472270674,4.17438727,4.753590191,1.227294896,6.602587892,6.760414691,6.900730664,5.799092654,6.784457063,6.745236349,7.153833802,6.289715571,6.800170068,6.693323668,6.052089169,6.406879986
Ptgfrn,0,1.609437912,1.098612289,1.609437912,0,0,3.218875825,1.609437912,0,0,0,0,5.556828062,5.676753802,5.986452005,5.003946306,5.966146739,5.170483995,6.452048954,5.327876169,5.988961417,5.402677382,5.023880521,4.890349128
4933423P22Rik,5.666426688,5.541263545,1.945910149,5.537334267,5.075173815,5.638354669,5.087596335,4.060443011,5.84932478,5.402677382,5.579729826,1.436569713,0,2.944438979,4.454347296,0,0,0,0,0,0,0,0,1.098612289
Lbp,0,0,0,0,0,0,0,0,0,0,0,0.338403491,5.587248658,4.691347882,5.111987788,4.369447852,4.510859507,5.932245187,4.025351691,0.693147181,4.442651256,2.48490665,4.543294782,4.143134726
Gm46411,0,0,0,0,0,0,0.693147181,0,0,0,0,0,0,0,0,0,3.36729583,3.36729583,0,0,0,2.48490665,0,0
Nefh,0.693147181,3.610917913,3.583518938,4.127134385,0,3.496507561,3.465735903,0,0,0,4.521788577,1.180698371,5.913503006,5.826000107,7.120444372,5.857933154,6.461468176,6.308098442,6.350885717,6.167516491,5.66296048,5.899897354,6.230481448,5.765191103
Pld4,8.247743887,8.028129059,8.291045131,8.599510234,8.742893472,8.290794347,8.172164452,8.05610966,8.319473692,8.177796683,8.494538501,1.685221369,5.902633333,6.447305863,6.450470422,6.107022888,4.997212274,4.454347296,2.397895273,3.688879454,2.772588722,3.737669618,3.218875825,3.135494216
Klra4,2.197224577,4.262679877,4.465908119,4.584967479,2.079441542,3.496507561,0,3.988984047,0,3.295836866,3.36729583,0.918200736,0,3.610917913,2.564949357,4.143134726,4.007333185,0.693147181,0.693147181,3.044522438,4.060443011,3.784189634,3.970291914,4.060443011
Nos1ap,0,0.693147181,0,0,0,0,0,0,0,0,0,1.311574841,0,0,3.80666249,4.430816799,2.302585093,0,1.609437912,2.564949357,1.609437912,2.079441542,0,1.098612289
Hnmt,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0,0,0,0,0,0,0,0,0,0
Kmo,8.801318948,8.441391478,8.306719043,8.833316937,8.787067645,8.357024439,8.308199063,7.999007213,8.26436333,8.080237416,8.202482447,4.044274343,3.496507561,3.401197382,0,3.496507561,3.295836866,0,0.693147181,3.17805383,2.48490665,2.890371758,0,3.688879454
Igkv12-89,6.077642243,5.442417711,5.433722004,5.66296048,5.991464547,5.857933154,5.673323267,4.49980967,5.673323267,5.891644212,5.463831805,0.093363902,0,0,0,0,0,0,0,0,0,0,0,0
Ifi204,4.905274778,3.988984047,3.295836866,4.753590191,4.094344562,3.33220451,3.33220451,3.891820298,4.043051268,4.844187086,3.80666249,0.586671084,5.262690189,5.241747015,5.293304825,4.976733742,4.510859507,5.293304825,4.418840608,5.153291594,3.871201011,4.770684624,3.401197382,4.276666119
Tigit,3.713572067,3.970291914,0,0,1.791759469,0,0.693147181,0,2.48490665,0,2.197224577,0.676110385,5.062595033,6.107022888,5.062595033,5.648974238,4.727387819,6.381816017,5.123963979,6.333279628,5.826000107,6.300785795,5.602118821,5.579729826
Slc22a4,0,0,0,1.098612289,0,0,0,0,1.945910149,0,0,0,2.397895273,3.871201011,0,0.693147181,0.693147181,0,0,1.945910149,0,2.944438979,3.258096538,0.693147181
Trbj1-4,0,0,0,0,0,0,0,0,0,0,0,0,5.627621114,5.062595033,5.96100534,5.609471795,5.451038454,5.897153868,5.958424693,4.787491743,5.700443573,5.433722004,5.857933154,4.532599493
Gm38042,1.609437912,0,0,0,0,0,0,0,0,0,0,0.96463513,1.098612289,0,0,0,3.784189634,0,0,0,0,0,0,0
Gbp8,3.401197382,3.583518938,4.304065093,4.700480366,4.48863637,3.044522438,0.693147181,2.397895273,3.401197382,2.944438979,3.63758616,1.767740174,7.986504939,7.758760544,7.929126487,7.51479976,7.563200592,7.98752448,7.751045118,7.477038472,7.833203949,7.636752112,7.313220387,7.422971251
4632428C04Rik,5.690359454,5.030437921,2.944438979,5.030437921,5.556828062,4.96284463,5.733341277,4.905274778,5.857933154,4.912654886,5.272999559,1.707420098,0,0,0,0,0,2.708050201,0,0,0,0,0,0
Fgfr1,0,0,0,0.693147181,0,0,0.693147181,3.044522438,3.610917913,0,0,0,4.17438727,2.772588722,4.158883083,2.995732274,4.48863637,4.304065093,3.044522438,3.871201011,4.343805422,3.737669618,3.850147602,4.094344562
Ighv1-78,5.771441123,5.398162702,4.356708827,5.888877958,6.403574198,5.370638028,5.998936562,4.997212274,5.826000107,6.023447593,5.749392986,4.057537244,0,0,0,0.693147181,0,0,0,0,0,0,0,0
Gm14029,0,1.791759469,0,2.197224577,3.295836866,0,0,2.944438979,0,0,2.564949357,0,5.521460918,5.908082938,6.03068526,6.104793232,5.799092654,5.771441123,5.840641657,5.940171253,5.978885765,5.693732139,5.560681631,5.298317367
Ikzf4,0,0,0,1.609437912,3.433987204,0,1.386294361,0.693147181,0,0.693147181,0,1.180238626,5.733341277,6.29710932,5.568344504,5.267858159,5.998936562,5.855071922,6.391917113,6.161207322,6.063785209,5.888877958,5.159055299,5.365976015
Hspg2,4.574710979,5.433722004,4.465908119,6.459904454,6.049733455,6.390240667,4.8978398,5.783825182,6.28785856,6.054439346,5.525452939,3.197493356,4.382026635,0,2.890371758,0,0,0,0,0,0,0,0,0
Lrp5,3.218875825,0,4.094344562,3.401197382,2.302585093,2.564949357,1.098612289,4.304065093,3.688879454,3.33220451,3.850147602,0.226477543,6.190315406,6.177944114,5.998936562,5.937536205,5.468060141,6.269096284,6.520621128,6.244166901,5.690359454,5.187385806,4.605170186,5.446737372
Gm16194,0,0,4.262679877,0,0,0,0,0,0,0,0,0,0,3.80666249,4.17438727,0,0,0,0,0,0,0,0,0.693147181
Fam174b,0,2.890371758,0,0,0,2.772588722,0,0,2.48490665,1.945910149,0.693147181,0.389376097,5.641907071,5.59471138,6.720220155,5.84932478,5.926926026,6.315358002,5.755742214,5.676753802,5.746203191,5.572154032,5.568344504,5.204006687
Rnf32,0,0,0,3.044522438,0,0,0,0,0,0,0.693147181,0.718327959,5.793013608,5.774551546,5.521460918,6.08221891,5.624017506,6.498282149,6.510258341,4.983606622,5.92157842,5.433722004,5.659482216,4.605170186
Iglj3p,5.932245187,5.96100534,5.777652323,6.324358962,5.869296913,5.480638923,5.755742214,5.204006687,5.505331536,5.342334252,5.488937726,2.812679766,0,0.693147181,1.098612289,0,0,0,0,0,0,0,0,0.693147181
Megf8,0.693147181,3.135494216,0.693147181,4.077537444,4.736198448,4.204692619,1.609437912,3.465735903,4.682131227,1.945910149,2.708050201,0,3.044522438,2.079441542,2.564949357,0,0.693147181,0,0,4.007333185,2.944438979,0,0,3.17805383
G730013B05Rik,0,0,0,0,0,0,0,0,0,0,0,0,3.258096538,0,0,0,0,0,0,0,0,0,0,0.693147181
Slc6a12,0,0,0,0,0,0,0,0,0,0.693147181,3.496507561,1.592439572,0,0,0.693147181,0,0,0,0,0,0.693147181,0,0,0
Abca13,0.693147181,0,0,0,0,0,0,0,2.079441542,0,0,0,1.386294361,0.693147181,0,0,1.386294361,0,0,3.663561646,0,0,0,0
Lrrc32,3.63758616,2.708050201,0,0,4.418840608,0,0.693147181,0.693147181,0,3.610917913,2.833213344,0.000230015,4.718498871,5.981414211,5.883322388,4.890349128,5.429345629,5.59471138,5.529429088,6.180016654,5.983936281,6.118097198,5.220355825,5.549076085
Tnfsf13,0,0.693147181,0,2.63905733,0,0,0,0,0,0,0,0,0,0,2.708050201,0,0,0,0,0,0,0,0,0
Mlkl,0,0.693147181,0,0,0,0.693147181,0,3.17805383,0.693147181,3.36729583,1.609437912,0.98992444,3.218875825,4.143134726,4.682131227,3.80666249,1.609437912,0.693147181,1.609437912,4.219507705,3.931825633,4.276666119,2.995732274,3.33220451
Ceacam1,7.843064017,7.257707677,7.255591274,7.841885929,8.049107721,7.380879036,7.515344571,7.114769448,7.639161172,7.816013839,7.785305183,3.181945353,4.682131227,5.141663557,5.774551546,5.225746674,5.545177444,3.63758616,2.995732274,0.693147181,4.158883083,3.433987204,5.420534999,1.791759469
Bahcc1,0,0,0,4.219507705,4.219507705,1.609437912,0.693147181,1.386294361,0,0,0,1.825007144,2.708050201,4.077537444,0,0,4.262679877,3.526360525,3.044522438,0,0.693147181,0.693147181,3.526360525,0
Adamdec1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0,0,0,0,0,0,0,0,0
Cyb561,0,0,0,0,0,0,0,0,0,2.397895273,0,0,0,0.693147181,0.693147181,0,0,0,0,3.80666249,0,0,3.295836866,0
Arhgap24,6.834108739,6.504288174,6.263398263,6.736966958,6.622736324,6.11368218,6.304448802,6.184148891,6.504288174,6.226536669,5.59471138,5.314703898,1.945910149,4.094344562,0.693147181,0,0,0,0.693147181,0,1.098612289,0.693147181,0,0.693147181
C5ar2,4.624972813,2.564949357,2.708050201,5.111987788,3.761200116,3.258096538,3.951243719,3.465735903,4.077537444,3.135494216,3.871201011,1.95717815,0.693147181,0,0,0,0,0,0,0,0,0,0,0
Ccl3,0,2.890371758,0,0.693147181,0,0,0.693147181,0,0,0,1.609437912,1.397707892,0.693147181,0,0,3.091042453,1.609437912,0,0,0.693147181,0,0,3.828641396,2.944438979
Dapk1,0,2.197224577,0.693147181,0,0.693147181,0,0.693147181,0,1.791759469,3.17805383,0.693147181,2.145678431,6.12905021,5.468060141,6.133398043,4.532599493,5.420534999,6.371611847,5.65248918,5.451038454,5.356586275,4.718498871,5.442417711,4.442651256
Gem,6.52649486,6.340359304,6.124683391,6.563855527,6.267200549,6.251903883,6.29710932,6.154858094,6.400257445,6.56667243,6.519147288,3.426843048,3.63758616,4.477336814,4.189654742,5.627621114,4.875197323,6.070737728,4.369447852,5.313205979,4.682131227,4.919980926,5.451038454,4.442651256
Tcf7l2,2.197224577,1.791759469,2.302585093,1.098612289,3.258096538,2.708050201,3.496507561,0,2.995732274,0,3.044522438,1.315065897,3.433987204,3.555348061,3.258096538,3.091042453,3.871201011,3.091042453,3.931825633,4.672828834,3.931825633,3.17805383,3.258096538,3.091042453
BC106179,4.682131227,4.672828834,4.369447852,5.549076085,4.574710979,4.836281907,4.521788577,3.988984047,4.262679877,2.197224577,4.644390899,0.363898453,5.283203729,5.863631176,6.11146734,5.783825182,5.953243334,6.517671273,6.226536669,5.525452939,5.840641657,5.455321115,5.135798437,5.347107531
Ighv8-12,6.12249281,5.407171771,5.521460918,5.707110265,5.424950017,5.209486153,5.855071922,5.198497031,5.953243334,5.897153868,5.459585514,3.469843481,0,0,0,0,0,0,0,0,0,0.693147181,0,0
Klre1,0.693147181,3.891820298,3.295836866,3.465735903,0.693147181,3.496507561,0,3.891820298,1.098612289,1.609437912,0,0,3.871201011,3.135494216,4.077537444,3.401197382,5.308267697,4.521788577,5.030437921,3.63758616,4.94875989,5.613128106,5.433722004,5.424950017
Art4,4.934473933,4.33073334,4.564348191,4.290459441,4.143134726,2.772588722,3.850147602,4.682131227,4.219507705,4.477336814,3.555348061,1.53665253,5.796057751,6.202535517,6.695798917,6.249975242,6.562444094,6.855408799,6.249975242,6.255750042,5.902633333,5.888877958,5.552959585,5.087596335
Hepacam2,6.642486801,5.872117789,5.96100534,6.371611847,5.739792912,6.135564891,5.739792912,5.634789603,5.902633333,5.455321115,5.627621114,0.691801742,0,0,0.693147181,0,0.693147181,0,0,0,0,0,3.931825633,0
Actn2,0,0,0,0,0,0,0,0,0,0,0.693147181,0,6.186208624,5.318119994,6.432940093,6.008813185,5.774551546,6.042632834,6.12249281,5.117993812,5.826000107,5.017279837,4.955827058,5.583496309
Crmp1,0,2.397895273,0,0,0.693147181,0,0,1.791759469,0,0,0,0.538292195,5.062595033,5.560681631,5.056245805,5.342334252,5.351858133,5.973809612,5.609471795,5.976350909,5.736572297,6.075346031,5.869296913,5.717027701
Gm15651,0.693147181,0.693147181,0,0,0,0.693147181,0,0,1.609437912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.397895273
Anpep,0,0.693147181,0,0,0,0,0,0,0,0,0,0.230382422,0,0,0.693147181,0,2.197224577,0,0,0,0,0.693147181,0,0
Plekha7,4.983606622,4.584967479,3.465735903,5.267858159,5.379897354,5.710427017,4.919980926,4.48863637,5.18178355,5.616771098,4.317488114,4.888335227,6.115892125,6.054439346,6.527957918,6.599870499,6.781057626,6.577861358,6.520621128,6.535241271,6.34738921,6.529418838,6.152732695,5.863631176
Nxpe5,0,3.135494216,0,0,0,2.397895273,0,1.791759469,0,0,0,0,0,3.465735903,0,0,0,0,0,0,1.791759469,1.609437912,0.693147181,1.945910149
Igkv13-85,5.673323267,5.129898715,5.693732139,5.176149733,6.163314804,5.505331536,5.572154032,4.941642423,5.159055299,5.749392986,5.780743516,4.221400575,0,0,0,0,0,0,0,0,0,0,0,0
Igkv3-7,6.311734809,5.655991811,5.056245805,5.442417711,6.073044534,5.932245187,5.805134969,4.941642423,5.459585514,5.777652323,5.620400866,0.810853865,0,0,0,0,0,0,0,0,0,0,0,0
Mpo,0,0,0,2.197224577,0,0,0,0,0,3.63758616,0,2.069934631,0.693147181,0,0,0,1.945910149,0,3.433987204,0.693147181,0,0,0,0
Afp,4.672828834,4.060443011,3.784189634,5.043425117,3.988984047,4.077537444,4.574710979,3.828641396,3.784189634,3.784189634,3.091042453,2.388203955,5.463831805,6.144185634,5.733341277,5.583496309,5.429345629,6.552507887,4.905274778,5.283203729,5.891644212,5.459585514,4.859812404,4.442651256
Igkv3-10,5.641907071,5.361292166,6.035481433,5.666426688,5.981414211,5.998936562,5.411646052,4.976733742,5.361292166,5.093750201,5.468060141,4.383894841,0,0,0,0,0,0,0,0,0,0,0,0
Fcer2a,10.33273429,9.790150867,9.706620724,10.36122881,10.5580758,10.15303932,10.03104489,9.641083287,10.26892896,10.05590817,10.07693653,6.002802808,4.644390899,4.418840608,4.605170186,5.587248658,3.555348061,5.241747015,5.036952602,5.267858159,5.081404365,4.691347882,4.49980967,3.761200116
Ppp3cc,7.915348169,7.728855824,7.551712215,8.028129059,7.837554361,7.682021511,7.335633982,7.141245122,7.647786045,7.569927655,7.495541944,3.616341663,7.277938573,7.569411792,7.665753432,7.397561536,7.635303886,7.940227765,7.866338923,7.22620901,7.60190196,7.604396349,6.958448393,7.297091005
Tmem205,0,2.197224577,0,0,0,0,0,0,0,0,0,1.929116472,0.693147181,1.609437912,0,0,0,0,0,0,0,0,0,0
1500005C15Rik,0,3.258096538,0,0,0,0.693147181,0,0,0,0,0,0,0,0,3.36729583,0,0,0.693147181,0,0,0,0.693147181,0,0
Ncr1,3.988984047,4.94875989,1.098612289,4.060443011,3.091042453,4.859812404,1.945910149,4.127134385,2.302585093,4.574710979,2.63905733,2.259444045,3.33220451,3.737669618,4.753590191,2.079441542,5.620400866,4.094344562,5.318119994,4.219507705,4.836281907,5.236441963,5.398162702,5.746203191
Lrig1,2.63905733,4.762173935,1.609437912,4.682131227,4.624972813,4.682131227,3.871201011,3.36729583,4.65396035,0,3.891820298,1.091507555,7.543802868,7.448916103,7.882314919,6.946013991,7.732369222,8.418477218,7.850882665,7.595387279,7.568895663,7.323170718,7.419380583,7.156176637
H2-DMb1,8.069029329,7.705262475,7.624618986,8.436200032,8.300776961,8.08147504,7.922623574,7.789868559,8.236950048,8.050384453,7.896180609,2.90915878,3.36729583,4.48863637,4.941642423,4.615120517,4.060443011,1.945910149,3.526360525,1.945910149,2.944438979,0.693147181,0,2.48490665
Gm38244,2.564949357,0.693147181,0,3.583518938,0,1.098612289,0.693147181,2.302585093,0.693147181,2.564949357,1.945910149,0.886963166,7.789454566,7.436027816,7.80139132,7.409741954,7.719573989,8.170751424,7.863651265,7.309212366,7.94944442,7.921898411,7.577633833,7.54538975
Stard8,3.988984047,4.394449155,2.890371758,4.584967479,5.093750201,4.812184355,3.761200116,2.564949357,4.477336814,4.532599493,3.17805383,1.028114958,3.044522438,1.945910149,3.931825633,5.030437921,2.944438979,0,0.693147181,3.433987204,0,2.708050201,0,2.079441542
2010309G21Rik,6.210600077,5.231108617,5.85220248,5.877735782,6.378426184,5.831882477,5.948034989,4.836281907,5.736572297,5.966146739,5.429345629,0.898997443,0,0,0,0,0,0,0,0,0,0,0,2.079441542
P2ry1,0,0,4.007333185,2.772588722,0,0,0,0,0,0,3.218875825,0,2.833213344,2.772588722,3.295836866,0,3.784189634,0,0,3.713572067,1.098612289,0,2.772588722,1.945910149
Stx1a,3.610917913,4.418840608,0,4.043051268,4.477336814,4.343805422,4.276666119,4.127134385,3.526360525,3.36729583,4.343805422,0.007037351,6.633318433,6.01615716,7.003974137,6.246106765,6.580639137,6.28785856,6.192362489,5.720311777,6.398594935,6.169610732,6.320768294,6.188264123
Gm42587,0,0,0,0,0,0,0,0,0,0,2.890371758,0,0,0,0,0,0.693147181,0,0,0,0,0,2.944438979,0
Pdlim4,0,0,0,0,0,0.693147181,0.693147181,0,0,0,0,0.384004034,6.829793738,7.092573716,6.879355804,7.153833802,6.66949809,6.572282543,7.168579897,6.650279049,6.599870499,6.042632834,5.568344504,5.780743516
Ighv14-3,5.80814249,5.135798437,5.147494477,6.011267174,6.169610732,5.746203191,5.33753808,5.017279837,5.379897354,5.996452089,5.758901774,1.100630175,1.609437912,0,0,0,0,0,0,2.944438979,0,0,0,0.693147181
CT009518.1,0,0,0,0,0,0,0.693147181,0,0,0,0,0,3.091042453,3.610917913,2.708050201,0,2.197224577,0.693147181,0,0,0,0,0,0
Igkv3-5,5.59471138,5.407171771,5.18178355,5.768320996,6.156978986,5.888877958,5.384495063,4.219507705,5.38907173,5.857933154,5.676753802,4.840258041,0,0,0,0,0,0,0,0,0,0,0,0
Kynu,7.559038255,7.200424893,6.679599186,7.534762657,7.342779189,7.03966035,6.728628613,6.790097236,6.922643891,6.765038977,6.556778356,0.515861086,0,0,3.135494216,1.945910149,0,0,3.784189634,0,0.693147181,0,0.693147181,0
Igkv2-109,5.993961427,5.713732806,5.65248918,5.780743516,6.12905021,5.327876169,5.361292166,5.384495063,5.342334252,5.634789603,5.713732806,1.293230384,0,0,0.693147181,0,0,0,0,0,0.693147181,0,0,0
